Loyalty#,Customer Lifetime Value,Income,TotalPointsAccumulated,TotalPointsRedeemed
189775,12786.67,0.0,42489.71,16484.4
189817,5396.37,40308.0,35781.06,10446.3
189822,10179.72,14290.0,43701.24,9629.6
189836,10097.2,68997.0,44414.85,13042.0
189854,2931.16,45768.0,4219.0,3831.0
189914,7706.96,0.0,48838.5,5620.0
190052,11463.99,45354.0,36099.25,3270.0
190149,3849.6,0.0,46016.18,9952.3
190227,2533.8,0.0,35229.35,0.0
190236,5479.85,38210.0,53247.59,8976.0
190256,7053.3,52982.0,34734.95,11676.0
190405,15394.87,35822.0,14248.18,0.0
190429,20878.41,50555.0,6521.0,0.0
190465,13009.18,0.0,34627.14,9553.2
190524,42389.01,82554.0,43621.71,5819.0
190529,4784.42,0.0,42947.85,14354.5
190561,6988.4,22436.0,23624.45,13873.8
190570,2832.51,37124.0,14174.62,0.0
190716,4349.31,75648.0,17857.99,0.0
190720,2893.81,61809.0,42309.48,15426.1
190791,8837.33,62277.0,24940.96,12758.5
190827,2537.67,0.0,22277.07,0.0
191044,21423.64,0.0,2631.6800000000003,0.0
191057,4027.7,27782.0,19723.19,6541.7
191065,46770.95,64403.0,53579.63,12995.3
191150,4270.03,0.0,6075.0,3939.0
191189,2352.37,0.0,0.0,0.0
191508,2410.5,41842.0,14504.0,7967.0
191537,11885.97,0.0,35462.37,21270.5
191558,4455.52,31196.0,15050.0,22415.0
191626,28486.07,91871.0,10145.0,3819.0
191638,5689.64,83640.0,38358.54,3937.0
191656,33451.79,85689.0,14612.0,4302.0
191780,3034.77,17308.0,0.0,0.0
191814,30745.96,0.0,33987.43,6376.4
191869,9209.41,31365.0,38403.72,39744.3
191917,7017.15,0.0,47597.51,25480.6
192009,7805.31,21073.0,40688.83,0.0
192013,5635.25,19591.0,39839.78,25818.2
192096,5112.31,44743.0,2432.0,0.0
192098,17086.75,26334.0,36513.6,0.0
192115,3142.74,43285.0,29655.58,10312.3
192136,12298.69,17101.0,34530.79,26748.8
192141,10442.45,0.0,49545.67,22579.6
192177,4873.44,18866.0,34971.94,4974.0
192250,3034.8,79253.0,28758.9,11371.0
192355,9800.34,32245.0,33794.1,11377.9
192405,5043.8,35832.0,50487.34,5929.0
192543,2287.92,69024.0,37881.39,35919.0
192554,7223.69,0.0,33386.66,17296.8
192556,6941.87,0.0,646.0,0.0
192600,2472.47,63860.0,21167.74,8081.0
192651,4777.12,0.0,34225.34,13103.9
192685,8246.83,62588.0,47962.83,17393.8
192691,3821.82,79189.0,32978.25,20194.6
192772,2935.99,73847.0,0.0,0.0
192816,6776.35,0.0,9006.0,0.0
192898,6674.45,0.0,41906.2,23259.8
192994,13171.01,21513.0,47645.07,15178.9
193020,7356.01,36812.0,38410.54,0.0
193037,7779.59,90969.0,13032.0,8038.0
193147,6950.53,0.0,30468.23,15113.7
193150,2880.35,81565.0,44678.59,12530.3
193212,5816.71,99239.0,35657.04,15935.1
193519,33473.35,33190.0,34718.61,0.0
193564,8819.02,99845.0,38097.84,17947.4
193662,3844.57,26262.0,94591.99,15627.3
193665,5179.89,35143.0,29253.13,3123.0
193722,3624.9,37843.0,23994.61,10210.6
193747,8157.93,86811.0,44272.59,11898.0
193775,5639.94,73168.0,35084.96,12143.6
193781,2272.34,16618.0,44799.31,15597.5
193824,2620.6,10237.0,25084.59,18102.0
193827,20579.69,0.0,39021.43,6224.4
193917,8418.57,0.0,33269.56,15084.9
193928,3954.34,18375.0,34086.48,18740.5
193946,2562.6,92038.0,1022.0,0.0
193953,6784.89,0.0,31162.08,19180.5
194009,9027.87,99002.0,26247.34,0.0
194065,2888.85,65412.0,0.0,0.0
194200,5427.48,74561.0,40359.32,24051.9
194254,5680.28,82255.0,27431.24,8356.2
194297,14014.72,54193.0,42549.87,3248.0
194394,2476.48,47918.0,41888.96,5890.0
194480,19338.53,22784.0,8829.0,0.0
194482,12157.33,57449.0,32950.92,29992.9
194493,19253.03,39895.0,43829.46,5464.0
194571,2317.28,0.0,39806.01,12036.0
194640,2220.19,0.0,28996.66,5375.1
194657,3330.67,45944.0,11675.0,0.0
194694,7227.12,40153.0,37501.64,17248.2
194709,9217.13,73259.0,30632.25,4044.0
194722,23331.83,44719.0,51251.28,10957.3
194737,11638.9,25370.0,20635.46,0.0
194758,2725.19,81605.0,25167.97,6564.0
194762,11160.08,33232.0,0.0,0.0
194786,19363.53,49945.0,38053.86,12396.2
194813,4355.7,0.0,20053.78,8004.7
194855,3857.95,0.0,24816.95,15771.9
194859,3440.36,23870.0,7949.0,2693.0
194886,15558.44,62922.0,36106.45,15289.3
194959,4590.81,28354.0,29070.05,0.0
195069,3572.49,56768.0,614.0,0.0
195131,2453.57,29735.0,0.0,0.0
195137,2453.57,29735.0,32035.57,5817.0
195150,3576.71,24959.0,48209.76,9757.4
195368,5352.19,97742.0,42779.64,4848.8
195419,3785.75,26318.0,40478.67,0.0
195594,3985.4,77739.0,46302.39,6980.6
195684,9332.49,58007.0,12907.0,10810.0
195806,8581.64,66466.0,56570.05,9517.0
195848,5592.16,71811.0,44944.67,0.0
195895,3038.83,75180.0,24919.67,4816.0
195960,13742.54,90343.0,55978.7,4050.0
195977,2388.95,0.0,35082.4,2725.0
195994,6366.23,44368.0,45456.74,15003.5
196016,3713.8,93308.0,34419.0,10291.0
196096,35203.57,56343.0,5057.0,0.0
196202,7443.83,89285.0,24380.97,13071.0
196240,13117.52,84311.0,36277.01,8192.8
196367,3095.18,88246.0,35781.21,15703.4
196442,3733.03,21542.0,49073.81,6666.0
196467,3763.64,93595.0,34060.16,10870.0
196469,3398.05,0.0,46564.36,5373.0
196514,7289.3,60875.0,36461.9,9296.0
196582,5619.69,0.0,33214.69,5958.0
196583,2779.85,38893.0,52260.32,4239.0
196757,25626.71,14278.0,0.0,0.0
196777,2294.3,0.0,28315.68,0.0
196779,5363.53,43879.0,39203.26,11366.0
196798,4307.42,73345.0,39325.79,10043.4
196812,2147.66,0.0,38699.07,0.0
196845,7757.92,49682.0,42913.28,19067.7
196892,5809.26,26975.0,31029.47,0.0
196905,7153.67,59522.0,39569.62,10037.0
196992,14510.75,60120.0,42165.04,11683.0
197062,5710.33,51148.0,7325.0,2439.0
197063,7329.78,59630.0,0.0,0.0
197067,2511.94,17658.0,36307.68,5491.0
197086,20467.72,89025.0,37501.56,4475.0
197096,6519.29,38795.0,31928.34,20689.4
197113,5297.15,23908.0,39487.03,0.0
197138,5625.31,97095.0,55484.57,12755.2
197192,6656.2,39834.0,33724.27,24070.6
197239,3575.04,30244.0,0.0,0.0
197320,3792.13,97212.0,46615.13,46426.2
197491,5346.92,10511.0,0.0,0.0
197509,6807.27,32787.0,38828.62,7826.1
197514,3798.32,0.0,26271.79,0.0
197529,4699.03,0.0,0.0,0.0
197578,5517.2,60596.0,38375.9,19741.5
197608,3063.11,0.0,37058.08,9504.0
197642,2470.44,18661.0,41027.88,7585.0
197855,5470.06,54507.0,3522.0,0.0
197890,16922.13,93836.0,39332.4,10144.8
197973,6326.68,0.0,4040.0,4434.0
198010,13372.33,0.0,48025.47,22356.9
198075,8906.51,0.0,39848.59,0.0
198123,8491.47,0.0,44500.13,10569.7
198147,11880.97,0.0,38005.97,0.0
198167,5595.39,74454.0,49270.72,22689.8
198354,8622.84,97361.0,0.0,0.0
198407,4718.56,15680.0,0.0,0.0
198424,4863.54,0.0,31039.56,17212.1
198456,5979.72,57693.0,0.0,0.0
198485,2355.28,0.0,36975.9,9590.0
198499,8874.55,84731.0,66780.53,38335.9
198570,4688.46,27357.0,4874.0,4371.0
198625,3785.75,26318.0,35649.24,6995.8
198645,3223.33,70277.0,33322.46,10092.9
198713,10064.61,20440.0,25831.48,3567.0
198785,2582.86,50148.0,2086.0,0.0
198813,3265.16,25820.0,20798.7,0.0
198836,8586.8,38676.0,48676.79,7626.6
198900,2574.2,43846.0,35759.770000000004,7647.5
198961,8962.8,97924.0,28269.2,5324.0
199021,3530.01,0.0,19579.67,0.0
199073,3288.83,17860.0,49789.63,3471.0
199342,4966.85,0.0,38745.97,16824.5
199358,7216.1,0.0,4459.0,0.0
199374,9103.7,0.0,43668.55,10035.4
199405,3075.59,65017.0,34643.72,19177.9
199478,17114.33,70961.0,35386.57,21774.0
199493,5527.99,0.0,0.0,0.0
199494,6005.85,13528.0,539.0,0.0
199507,12981.53,39843.0,35853.12,13398.0
199509,3096.51,21604.0,35703.59,22579.6
199513,5746.15,61990.0,34119.26,21169.8
199603,12052.98,25419.0,33234.66,16325.0
199652,10629.34,56598.0,53332.08,0.0
199792,5104.35,77025.0,6854.0,0.0
199809,2243.47,0.0,35800.69,8703.4
199810,8593.87,91276.0,25098.26,0.0
199959,4628.28,0.0,7222.0,0.0
200012,2161.69,0.0,35282.38,2818.0
200065,8346.98,48259.0,27699.78,10518.9
200067,2759.98,92296.0,49881.67,7746.3
200077,4759.66,0.0,13614.44,3970.0
200168,15253.26,51937.0,35103.73,6924.0
200309,7743.92,96961.0,46364.6,26447.2
200321,8396.61,47593.0,46431.76,16353.3
200326,4727.83,0.0,34632.22,17654.8
200519,13448.81,43720.0,99814.63,26396.0
200552,13576.14,94153.0,38165.23,2414.0
200663,5917.47,0.0,10742.0,0.0
200681,9951.71,56855.0,50250.74,8251.7
200708,14862.76,0.0,39632.26,2795.0
200744,2521.68,41247.0,39111.28,7139.0
200764,7857.36,85067.0,823.0,0.0
200802,8561.56,37759.0,28277.88,22903.2
200863,8432.52,87728.0,26468.3,12699.6
200877,2826.31,65090.0,34521.05,8013.9
200960,5470.18,24910.0,48161.38,25294.7
200991,2464.71,31056.0,51289.73,19791.6
201055,2628.66,83838.0,1310.0,3889.0
201115,6941.87,0.0,36646.27,18764.9
201220,4892.62,43199.0,50297.86,18949.2
201256,5635.4,70837.0,21539.13,18468.0
201273,12516.92,12607.0,15642.0,8928.0
201276,3560.63,76769.0,32098.44,0.0
201292,5387.41,97316.0,42859.3,8340.0
201339,5332.46,68931.0,40142.34,17374.0
201343,14019.83,31739.0,28274.49,0.0
201355,2410.11,16258.0,31587.65,9393.0
201365,9124.6,99368.0,44244.25,9037.5
201436,18929.33,72196.0,9447.88,0.0
201475,9705.31,79157.0,9909.0,0.0
201550,2517.53,0.0,0.0,0.0
201561,8632.78,96200.0,12673.2,4931.0
201564,4744.97,20698.0,33921.94,9729.9
201574,3893.31,26605.0,0.0,0.0
201683,6837.93,51859.0,34604.82,4394.0
201709,7591.11,0.0,39694.87,0.0
201816,2833.98,94812.0,62700.94,16412.5
201891,7623.58,69900.0,44350.49,0.0
201898,9591.03,0.0,16140.61,0.0
202035,4685.5,77678.0,3198.0,0.0
202052,5039.87,35984.0,39049.87,0.0
202055,17497.52,0.0,41623.11,27578.2
202108,2409.0,0.0,0.0,0.0
202156,2444.62,0.0,40605.85,3235.0
202182,11228.29,0.0,36175.46,45199.1
202218,2506.36,0.0,13135.0,8981.0
202227,4918.92,29256.0,0.0,0.0
202248,10864.27,95579.0,31664.77,14829.8
202271,7679.68,12677.0,0.0,0.0
202293,5633.53,90289.0,42351.0,2512.0
202299,4373.36,25676.0,45083.71,4494.0
202329,9521.22,27769.0,14601.0,4499.0
202358,3543.23,35695.0,37689.55,9230.2
202585,5088.69,0.0,42843.59,19906.2
202696,4428.04,0.0,40520.85,6718.4
202716,2337.36,0.0,28234.23,6280.0
202761,4654.95,0.0,0.0,0.0
202784,3059.43,0.0,47108.16,10500.0
202807,5301.84,20269.0,47350.64,7125.0
202831,4334.21,0.0,53766.76,18625.7
202859,5595.39,74454.0,32974.07,3299.0
202864,5470.06,54507.0,31787.15,10349.3
203033,8717.05,83846.0,50106.81,4605.0
203084,2464.71,31056.0,19850.39,0.0
203133,2600.27,51978.0,38699.28,4309.2
203143,5323.27,55289.0,22927.74,13294.3
203184,4633.55,29105.0,38686.58,9984.5
203245,13406.92,25048.0,0.0,0.0
203258,5061.76,0.0,0.0,0.0
203293,3209.66,78494.0,33717.81,0.0
203306,5321.11,67431.0,11250.0,7788.0
203409,5800.17,25472.0,40890.37,0.0
203517,5112.57,56587.0,0.0,0.0
203550,4426.1,29660.0,41745.7,16396.0
203577,2227.07,27972.0,33040.09,0.0
203607,2910.32,12048.0,19505.0,10106.0
203625,13752.47,0.0,27693.76,17321.9
203696,6259.51,37813.0,37480.25,3246.0
203698,8110.33,11489.0,49233.85,6492.3
203745,2750.88,93102.0,44804.78,16892.9
203772,25807.06,71210.0,51729.02,0.0
203773,2695.96,25544.0,6839.0,2785.0
203809,4165.35,17161.0,0.0,0.0
203815,8650.0,0.0,13248.58,0.0
203864,5266.42,93348.0,28997.09,21508.0
203947,4772.94,20993.0,17918.260000000002,0.0
203950,3497.48,63189.0,27421.3,7057.0
203973,2771.05,50071.0,17412.31,5363.0
204000,13334.27,47950.0,17596.58,0.0
204042,5067.64,61067.0,31282.43,0.0
204111,2188.66,0.0,10031.18,16417.9
204220,15063.5,19132.0,44216.27,14837.9
204237,4595.04,0.0,23096.59,8223.2
204311,5551.59,46043.0,2010.0,0.0
204343,2478.83,81721.0,26210.1,13183.8
204375,6727.62,39428.0,28263.75,0.0
204424,21283.64,0.0,33255.07,14088.0
204484,11243.9,66146.0,33941.78,3627.0
204507,5437.44,28343.0,0.0,0.0
204535,8543.33,0.0,0.0,0.0
204686,8044.87,71391.0,40454.6,9669.1
204693,4355.7,0.0,39155.41,16011.4
204763,5112.1,15131.0,36688.52,6666.0
204840,16681.33,55907.0,0.0,0.0
204848,2682.91,0.0,0.0,0.0
204926,5893.37,86498.0,15523.99,10254.3
204935,8031.71,40082.0,37846.03,6076.2
204994,6382.58,0.0,43909.46,10749.6
205087,3187.35,0.0,28126.12,17759.3
205111,8092.88,50825.0,40123.45,5791.2
205156,11084.61,25542.0,31720.16,4665.0
205170,5113.87,94415.0,44822.88,9175.0
205195,6770.31,74422.0,0.0,0.0
205197,8130.65,61036.0,41290.28,8348.6
205256,5123.2,22338.0,36506.69,17932.2
205367,4598.24,51523.0,22388.32,4892.5
205371,5539.35,80727.0,38037.82,9853.0
205413,8193.75,12780.0,41221.93,13031.0
205430,2599.31,29590.0,41687.1,4837.0
205445,4905.32,46177.0,26630.73,3326.0
205465,5217.51,39854.0,7477.0,8927.0
205505,3618.43,0.0,44954.63,14787.6
205658,9559.34,40672.0,38092.06,10159.3
205671,13770.98,59207.0,46817.34,0.0
205697,22658.54,23665.0,27128.11,11413.8
205698,5087.02,22726.0,28499.39,28549.9
205785,3873.65,28142.0,39200.78,19419.9
205826,22754.66,51437.0,4334.0,0.0
206050,27495.42,37931.0,9190.43,0.0
206108,9129.87,70973.0,38296.78,4268.0
206119,4224.83,0.0,39115.08,9901.8
206207,10307.65,78358.0,28297.81,7771.0
206284,6784.89,0.0,44899.78,4315.0
206328,4974.8,75644.0,32824.57,6216.8
206332,6189.12,0.0,0.0,0.0
206366,6317.37,13792.0,44747.98,13220.2
206466,8564.77,95697.0,33933.91,17491.4
206576,4904.89,12902.0,0.0,0.0
206591,4260.77,47746.0,48111.02,13450.0
206680,6265.34,0.0,48535.84,11098.6
206772,2523.17,0.0,34836.55,0.0
206773,3677.78,32314.0,38229.43,3792.0
206871,3962.83,0.0,43478.25,40470.1
206890,6981.08,34835.0,38587.93,0.0
206914,2483.64,50632.0,45770.73,14911.2
206925,28432.0,17130.0,26739.12,10876.2
206947,3871.07,0.0,34695.32,0.0
206992,5107.16,35625.0,27308.45,19442.7
207001,13372.02,88706.0,52916.69,11669.8
207047,4518.78,19186.0,3073.0,3177.0
207110,3136.43,49532.0,31130.15,10416.5
207195,5461.55,39626.0,32489.03,19608.5
207220,6661.74,0.0,49428.74,9095.3
207372,4383.15,84491.0,18706.0,0.0
207453,2842.27,69417.0,53497.13,18513.0
207484,8496.06,24031.0,0.0,0.0
207492,8936.37,18141.0,24354.56,3023.0
207500,11726.19,40564.0,40666.56,16459.7
207543,22951.89,62396.0,25299.55,13796.0
207576,6862.51,54780.0,48434.04,14717.3
207821,2342.01,19581.0,27944.62,2911.0
207860,6919.02,0.0,14029.24,3530.0
207865,3600.93,25147.0,53278.48,13285.2
208234,7281.25,0.0,37098.62,2551.0
208241,3576.71,24959.0,4473.0,3829.0
208256,2938.08,0.0,31143.24,0.0
208323,2523.96,16244.0,36820.26,24788.7
208329,7317.01,24083.0,50957.43,23184.0
208368,5838.9,81082.0,16265.0,0.0
208375,6832.13,50472.0,5739.0,9497.0
208485,2580.85,46900.0,78402.89,0.0
208517,12362.09,0.0,42978.9,14507.2
208553,8954.43,34614.0,21778.66,0.0
208584,9238.31,0.0,38741.01,11330.1
208585,3761.79,0.0,0.0,0.0
208586,2454.36,74624.0,14029.0,0.0
208630,5229.99,18129.0,0.0,0.0
208634,5385.85,29664.0,25339.46,2692.0
208649,3491.74,0.0,33994.05,4721.5
208668,7013.44,92107.0,3971.0,4425.0
208787,9388.98,33599.0,41182.29,6884.2
208940,10808.07,31063.0,41443.75,13814.9
208961,17793.61,0.0,34231.65,13242.8
208967,8534.79,47325.0,46273.92,19253.7
209021,5143.65,58443.0,31818.89,0.0
209022,8052.24,78617.0,36805.91,0.0
209058,2359.42,19864.0,28204.61,16157.2
209102,16373.73,64396.0,41801.97,6049.6
209107,10049.29,58194.0,0.0,0.0
209134,3781.45,57647.0,6716.0,5402.0
209172,5504.14,0.0,34135.87,20330.1
209249,11315.2,11885.0,27782.89,16285.0
209357,4759.62,26747.0,50442.34,8038.0
209405,7869.43,40036.0,29237.06,13070.1
209675,5046.89,29957.0,38116.52,15815.0
209729,2248.45,24910.0,38027.58,7876.4
209787,15814.75,0.0,44491.78,3297.0
209831,7663.51,34837.0,44641.01,8196.6
209846,16236.48,0.0,0.0,0.0
209850,7873.71,22355.0,9970.0,0.0
209886,8742.06,71592.0,44973.76,2875.0
209994,14741.76,0.0,31412.56,4731.0
210100,27789.69,33806.0,5496.0,0.0
210148,4383.75,0.0,2288.59,0.0
210205,8692.64,97768.0,25869.43,0.0
210226,10852.96,67696.0,38830.86,0.0
210236,9159.01,96331.0,47361.91,16131.0
210247,5054.78,79297.0,18713.53,0.0
210291,40132.01,98710.0,18680.05,14298.0
210298,7494.09,0.0,52626.43,26178.2
210339,5775.52,0.0,49546.55,22483.0
210385,3209.66,78494.0,37202.5,24650.5
210416,3402.39,0.0,44295.58,0.0
210442,5762.47,66156.0,11060.0,0.0
210485,2796.8,77362.0,0.0,0.0
210498,9934.87,56379.0,44546.26,9232.4
210630,4922.17,0.0,54989.25,18547.4
210647,2913.32,20075.0,49320.4,12876.3
210725,25253.1,44096.0,40061.28,0.0
210734,8512.13,61725.0,34351.71,23130.2
210746,4869.28,44934.0,0.0,0.0
210752,4637.03,97017.0,34756.41,5553.7
210755,21423.64,0.0,44645.23,2995.0
210761,11084.61,25542.0,9126.0,3383.0
210770,5482.55,79325.0,35472.38,0.0
210815,27580.55,0.0,20874.34,3475.0
210835,2446.91,29152.0,43549.94,15504.3
210870,8385.25,0.0,12950.12,9364.2
210910,7974.39,0.0,42345.75,0.0
211030,12298.69,17101.0,23550.3,7819.0
211043,4566.12,0.0,42113.1,0.0
211058,14718.12,56263.0,51755.6,5329.0
211083,4916.48,0.0,34292.56,11966.6
211217,3857.77,0.0,24339.46,0.0
211475,2764.8,31591.0,11641.16,0.0
211524,6803.6,43758.0,15970.0,11488.0
211549,2199.62,0.0,39255.87,4679.0
211575,5331.82,0.0,29841.77,3235.0
211589,6279.82,50562.0,36650.82,11537.1
211625,8471.29,70624.0,39299.39,16955.6
211714,4236.84,14476.0,49145.86,34130.0
211715,3903.47,60068.0,6602.5,0.0
211755,7285.1,57134.0,33248.89,54870.1
211802,22235.01,80355.0,21518.0,4073.0
211842,7405.42,22044.0,39314.12,11895.9
211891,2498.96,76792.0,28965.6,0.0
211966,12332.52,85789.0,29492.29,3765.0
211984,5556.91,29120.0,14387.32,4587.0
212128,3130.68,42056.0,38010.73,12433.6
212130,5106.78,29894.0,46238.46,13225.4
212189,2517.53,0.0,37703.36,7400.5
212209,12731.95,40870.0,41629.67,12171.5
212230,6102.31,42800.0,52139.01,10236.8
212301,32861.26,49889.0,20400.65,9737.5
212304,5217.51,39854.0,23066.7,4601.0
212350,17254.04,0.0,35104.93,0.0
212477,2433.09,0.0,24099.59,8310.7
212484,8427.17,46503.0,12940.0,3821.0
212493,8105.87,0.0,0.0,0.0
212544,2300.69,25905.0,22124.35,11050.0
212553,13727.8,0.0,2582.0,0.0
212579,7388.73,0.0,1324.0,4935.0
212602,14191.6,25575.0,9814.0,0.0
212604,4882.07,0.0,47963.21,18388.2
212695,5871.61,0.0,2708.0,4420.0
212707,9696.55,86830.0,49297.4,16534.6
212735,2582.41,76731.0,37414.82,15052.2
212762,7292.4,0.0,28196.92,24397.7
212848,9234.28,0.0,7186.0,0.0
212849,2533.8,0.0,30261.27,6063.0
212862,8329.29,30865.0,36375.12,22545.2
212977,7340.5,50165.0,6224.0,9270.0
213013,24061.11,19168.0,50030.04,27363.8
213086,2861.72,90083.0,28488.43,5761.0
213112,3721.06,71333.0,18542.3,9716.6
213113,3660.77,64495.0,55771.19,0.0
213177,7247.31,0.0,46456.37,13428.8
213246,2496.48,0.0,27459.36,0.0
213297,8434.12,27694.0,50356.92,3593.0
213303,7638.44,66106.0,45787.7,20580.8
213432,7263.6,86732.0,31695.15,3965.0
213480,9080.28,68073.0,24345.0,0.0
213545,10963.96,55687.0,6881.0,0.0
213723,3469.84,32714.0,38161.98,0.0
213813,3659.18,0.0,34862.62,5153.0
213841,12252.6,0.0,34374.25,28974.7
213934,10972.07,24164.0,34576.93,7023.0
213979,6907.55,42790.0,37966.3,15987.9
214020,5140.11,0.0,40814.65,8067.4
214030,8365.68,26630.0,37354.08,33442.7
214095,2544.97,91169.0,28321.98,11140.0
214123,16229.65,26030.0,1868.15,0.0
214322,2619.34,78618.0,19249.78,9912.3
214354,8072.75,30584.0,29250.85,26285.3
214504,2690.48,60060.0,35209.22,4758.0
214605,2570.16,58498.0,33607.13,25257.8
214639,3677.91,31349.0,43631.18,19950.0
214661,12285.05,0.0,35769.06,13123.8
214878,8715.95,0.0,25171.47,17234.9
214995,5258.25,37874.0,34997.95,10124.9
215051,4822.44,73769.0,16435.29,0.0
215089,3837.49,36794.0,48049.32,23337.7
215257,5246.28,28909.0,48202.52,16728.9
215260,5331.74,60986.0,29608.44,16978.1
215294,5757.44,88997.0,0.0,0.0
215314,6277.01,0.0,0.0,0.0
215508,4819.18,74730.0,73082.73,36649.7
215567,3164.49,0.0,29583.47,12380.4
215626,2325.26,0.0,42778.9,6632.9
215639,9551.17,57016.0,8463.0,0.0
215651,3467.32,0.0,29101.46,6297.0
215719,5926.73,23091.0,11303.0,0.0
215751,3460.67,14262.0,0.0,0.0
215840,2392.13,0.0,36572.3,18250.7
215869,5812.0,58643.0,27927.68,0.0
215952,7019.18,26806.0,32219.67,4672.1
215955,8083.54,0.0,17424.39,5296.0
216040,9085.2,0.0,39285.66,12313.5
216072,11430.59,93210.0,3074.0,0.0
216095,15865.17,43946.0,35893.18,13370.0
216109,5948.99,88122.0,54904.03,9283.4
216139,10883.79,91123.0,43823.91,18461.0
216269,3495.89,10275.0,40328.23,18887.9
216359,13523.13,10563.0,2363.0,0.0
216445,5926.73,23091.0,0.0,0.0
216467,4083.56,13483.0,39815.62,7339.0
216487,2518.11,86617.0,44681.04,4453.0
216500,5341.44,0.0,0.0,0.0
216517,8405.75,85355.0,34685.07,7256.5
216573,4724.79,23986.0,49788.45,0.0
216596,2862.18,74034.0,31090.23,4972.0
216652,5387.93,56835.0,10615.0,2409.0
216658,2442.2,75449.0,52241.47,12380.3
216661,5647.15,54834.0,39455.81,4588.0
216666,20370.77,0.0,0.0,0.0
216683,9295.41,0.0,52204.63,19652.5
216719,7492.06,39815.0,24347.7,10642.1
216725,3746.75,41479.0,42012.9,7068.0
216762,2575.32,28700.0,21977.48,6216.0
216937,5372.35,70286.0,0.0,0.0
216946,2776.32,0.0,34323.55,23560.0
217051,6893.17,0.0,45560.3,24642.8
217054,44795.47,58778.0,43968.56,33866.7
217124,13178.43,80237.0,47027.81,19627.0
217204,5418.15,57587.0,29139.43,11160.6
217235,9212.61,70958.0,0.0,0.0
217284,4815.01,25398.0,0.0,0.0
217364,2347.05,31617.0,20195.0,0.0
217401,14002.38,67627.0,22916.14,0.0
217497,7605.64,55281.0,0.0,0.0
217616,5160.25,87050.0,5566.0,0.0
217695,4334.06,23904.0,37515.86,16147.6
217754,3887.32,96335.0,36215.78,0.0
217761,7610.84,98701.0,25959.41,0.0
217772,11692.01,40548.0,18001.82,7506.9
217792,4686.47,58089.0,45114.49,6695.6
217802,3747.06,0.0,26769.53,4684.0
217862,8563.97,91147.0,26560.94,8075.0
217967,5227.77,0.0,14058.63,0.0
218122,5583.83,32403.0,47974.17,8059.8
218127,27643.24,63401.0,10182.39,0.0
218241,18073.94,64620.0,54107.47,5874.8
218277,3449.49,25236.0,38911.49,17970.2
218278,35227.3,23031.0,37340.95,0.0
218311,4151.67,0.0,30609.91,0.0
218362,5553.3,68197.0,21673.8,0.0
218373,2681.33,0.0,0.0,0.0
218383,3757.8,36633.0,35192.81,3636.0
218425,4422.41,0.0,37184.9,17841.7
218529,4727.35,0.0,26489.42,0.0
218538,34611.38,20090.0,22899.1,5772.2
218545,5564.74,49833.0,31882.79,10419.0
218601,10089.79,63657.0,45269.68,5274.0
218757,2551.31,79452.0,21060.0,5255.0
218917,14635.45,0.0,42517.01,19483.4
219043,4031.54,0.0,18725.53,23601.5
219139,58166.55,61321.0,25016.63,9132.0
219160,17732.46,42191.0,0.0,0.0
219270,25807.06,71210.0,7429.49,0.0
219276,9144.86,21150.0,44159.7,5218.0
219413,4723.82,21546.0,31642.47,24093.8
219431,3982.27,0.0,38472.84,18281.3
219555,16301.97,19614.0,35726.75,0.0
219646,2974.31,23333.0,0.0,0.0
219714,3539.97,0.0,38185.78,13864.0
219747,9955.49,0.0,39793.85,15399.8
219779,22563.62,23046.0,34515.49,5230.0
219806,9101.52,48029.0,0.0,0.0
219984,32437.05,0.0,8531.0,0.0
220131,10364.35,58327.0,10652.0,0.0
220139,15182.28,53863.0,0.0,0.0
220244,4446.74,0.0,47428.82,29734.6
220315,4813.28,0.0,9269.0,0.0
220358,5126.04,63147.0,33011.73,13152.5
220538,2548.39,22050.0,8074.0,3258.0
220564,4458.11,17622.0,40659.42,5003.0
220601,4692.05,82534.0,0.0,0.0
220616,3483.63,42983.0,34488.11,17418.4
220794,13248.64,25074.0,33580.74,11352.0
220802,6861.28,0.0,45459.05,15054.3
220806,3823.85,0.0,51932.07,10762.1
220808,4358.76,86001.0,9838.0,5803.0
220822,21423.64,0.0,45830.11,13439.2
220892,16172.94,64388.0,42951.96,12538.6
221014,5266.42,93348.0,3804.0,0.0
221075,7713.49,45506.0,31649.25,0.0
221204,6969.88,27604.0,46327.5,5483.4
221205,25169.19,37282.0,46706.28,5806.4
221254,4362.93,58842.0,32650.67,27797.0
221287,6277.84,21024.0,48705.71,5709.5
221328,3571.83,74931.0,38760.14,7586.7
221345,7785.67,20497.0,20074.72,0.0
221361,13118.74,11854.0,0.0,0.0
221388,4531.37,0.0,35362.11,6644.3
221446,9429.63,43811.0,32232.05,0.0
221469,8679.84,52717.0,28450.09,7849.0
221595,8834.32,34133.0,2971.0,0.0
221627,8370.4,77512.0,0.0,0.0
221643,8314.31,40447.0,41520.28,10982.0
221709,15245.25,30205.0,0.0,0.0
221721,12265.6,35693.0,43837.6,11071.3
221775,11293.98,0.0,50963.29,0.0
221813,2906.3,72211.0,31943.72,0.0
221862,2732.61,42968.0,36202.99,19399.1
221993,9416.91,70602.0,24990.96,3079.0
222065,8079.83,13050.0,34290.23,6332.7
222102,10330.44,56480.0,46783.69,11067.9
