Loyalty#,Income,Days_in_prog,Location_cluster
297869,82730.0,1714.0,4
297954,26304.0,2207.0,3
298063,0.0,1754.0,5
298098,32390.0,33.0,1
298156,60244.0,46.0,1
298160,0.0,72.0,2
298181,49214.0,1442.0,2
298232,16711.0,696.0,1
298280,47048.0,2054.0,4
298327,63684.0,1046.0,2
298343,95399.0,1561.0,4
298344,28646.0,2192.0,2
298506,52984.0,2430.0,4
298535,26790.0,665.0,2
298539,0.0,489.0,1
298543,59207.0,243.0,1
298601,39718.0,1465.0,1
298671,21513.0,1928.0,1
298681,33176.0,1852.0,4
298712,83707.0,545.0,1
298795,0.0,1822.0,2
298813,0.0,334.0,2
298817,72006.0,962.0,5
298829,0.0,1288.0,1
298853,96339.0,1628.0,1
298865,19003.0,1729.0,5
298869,44820.0,1111.0,4
298883,0.0,99.0,1
298967,62474.0,2295.0,2
298999,22520.0,260.0,4
299034,28754.0,1901.0,1
299107,69446.0,1413.0,2
299113,0.0,2018.0,4
299165,31562.0,435.0,2
299204,21073.0,295.0,1
299210,0.0,2325.0,5
299278,53219.0,2054.0,2
299359,40635.0,846.0,1
299366,0.0,627.0,4
299367,36794.0,16.0,4
299397,95765.0,430.0,6
299412,95191.0,1109.0,0
299419,71888.0,2194.0,0
299448,56005.0,837.0,1
299454,0.0,1486.0,4
299464,28513.0,2011.0,4
299501,0.0,1300.0,1
299573,72330.0,863.0,1
299585,0.0,537.0,1
299760,84551.0,2222.0,2
299769,30092.0,534.0,2
299830,26790.0,1038.0,2
299919,0.0,329.0,4
300008,26876.0,1733.0,2
300023,23031.0,2149.0,4
300051,90750.0,2406.0,2
300106,55855.0,37.0,4
300166,57564.0,170.0,4
300371,57659.0,1492.0,2
300376,0.0,265.0,4
300454,93489.0,297.0,4
300460,39894.0,243.0,0
300465,0.0,1751.0,4
300606,74243.0,2099.0,1
300623,57882.0,1644.0,4
300676,0.0,2036.0,0
300678,30689.0,242.0,1
300733,33190.0,873.0,1
300806,0.0,891.0,4
300818,0.0,1278.0,2
300836,55687.0,1235.0,1
300845,0.0,1832.0,2
300867,0.0,103.0,1
300870,94392.0,2285.0,4
300945,95815.0,161.0,4
300960,0.0,1045.0,2
300964,34337.0,1784.0,6
301094,0.0,557.0,0
301112,23376.0,1150.0,1
301152,23893.0,355.0,3
301155,0.0,1296.0,2
301301,24279.0,2350.0,1
301323,23091.0,271.0,3
301563,0.0,881.0,4
301603,0.0,1906.0,5
301744,39507.0,1030.0,1
301760,54684.0,1733.0,4
301784,56872.0,1720.0,1
301793,56980.0,2357.0,2
301794,0.0,2428.0,5
302056,55843.0,1085.0,1
302057,69379.0,291.0,2
302066,0.0,193.0,1
302129,66900.0,1459.0,1
302134,38667.0,2374.0,5
302158,26021.0,2127.0,4
302186,0.0,1342.0,1
302188,58236.0,111.0,2
302198,73853.0,2071.0,3
302258,36523.0,1235.0,1
302313,13663.0,475.0,2
302414,53736.0,1744.0,1
302467,12902.0,681.0,2
302509,12160.0,640.0,5
302628,40740.0,2114.0,4
302657,79298.0,129.0,1
302669,37995.0,228.0,1
302792,39660.0,2347.0,1
302804,56900.0,675.0,4
302827,80321.0,2238.0,4
302839,88218.0,1565.0,2
302874,90874.0,2205.0,4
302908,0.0,1462.0,1
302921,83502.0,1745.0,2
302957,44934.0,2242.0,1
302980,0.0,243.0,4
303049,0.0,5.0,2
303207,75644.0,630.0,1
303246,0.0,1249.0,1
303396,23970.0,864.0,4
303445,76797.0,169.0,2
303573,26287.0,2428.0,4
303621,0.0,243.0,1
303682,0.0,1945.0,4
303934,82477.0,1851.0,4
304080,56070.0,128.0,2
304117,0.0,1419.0,2
304131,60101.0,2094.0,1
304445,25905.0,552.0,4
304528,26689.0,21.0,0
304600,26441.0,1363.0,4
304601,95550.0,848.0,3
304620,0.0,244.0,1
304643,0.0,878.0,4
304726,0.0,1296.0,1
304764,75638.0,353.0,3
304770,70999.0,1401.0,4
304779,17150.0,1080.0,1
304824,0.0,589.0,5
304870,34495.0,209.0,1
304887,91761.0,243.0,5
304944,0.0,1821.0,7
305100,48008.0,1800.0,4
305102,0.0,653.0,4
305150,22568.0,2056.0,1
305171,0.0,1557.0,1
305243,15142.0,655.0,3
305287,78127.0,1476.0,2
305380,86195.0,1960.0,4
305412,37995.0,1694.0,2
305556,0.0,48.0,4
305572,44186.0,76.0,2
305604,48767.0,907.0,5
305618,33190.0,245.0,4
305687,87197.0,1194.0,4
305807,17483.0,902.0,1
305843,0.0,192.0,1
305857,87798.0,227.0,2
305910,0.0,457.0,3
306051,63471.0,1232.0,0
306068,89205.0,1084.0,2
306110,44661.0,2058.0,1
306112,99239.0,2229.0,1
306203,52113.0,403.0,2
306231,73945.0,1735.0,4
306288,21709.0,1540.0,1
306331,0.0,1497.0,1
306400,24561.0,1517.0,1
306402,28859.0,1778.0,1
306596,52957.0,192.0,1
306667,19581.0,2325.0,0
306676,78275.0,2005.0,1
306708,15616.0,1168.0,2
306869,0.0,1315.0,1
306872,0.0,1472.0,0
306880,0.0,1131.0,0
306965,94161.0,1967.0,2
307032,96950.0,243.0,0
307033,25370.0,164.0,4
307047,74656.0,693.0,0
307049,41539.0,1649.0,1
307136,23156.0,152.0,2
307159,0.0,2228.0,3
307166,16764.0,2312.0,4
307178,0.0,647.0,1
307233,0.0,973.0,3
307256,22081.0,2260.0,1
307296,57734.0,1797.0,0
307321,26607.0,145.0,4
307619,74592.0,165.0,1
307622,47829.0,734.0,4
307623,60880.0,2404.0,4
307631,0.0,244.0,1
307740,27593.0,1576.0,0
307785,23091.0,799.0,2
307848,70061.0,1533.0,0
307859,40113.0,1038.0,5
308144,37038.0,403.0,5
308171,0.0,1584.0,4
308176,0.0,1007.0,2
308197,87728.0,2377.0,3
308202,73054.0,212.0,0
308214,31477.0,1008.0,1
308255,0.0,413.0,1
308362,43267.0,2173.0,3
308379,58682.0,824.0,2
308480,56980.0,50.0,1
308591,69512.0,1618.0,1
308629,0.0,863.0,1
308704,18495.0,897.0,4
308798,96045.0,579.0,1
308891,0.0,336.0,4
308991,18168.0,1221.0,4
309041,0.0,1326.0,4
309108,56233.0,2079.0,2
309110,48156.0,1103.0,1
309230,62808.0,2267.0,4
309277,0.0,1436.0,4
309304,0.0,1569.0,2
309352,34161.0,1275.0,1
309364,0.0,1773.0,4
309408,75007.0,812.0,1
309456,23203.0,1073.0,4
309480,53441.0,175.0,1
309584,14315.0,1737.0,5
309602,59098.0,2286.0,4
309639,75728.0,175.0,0
309727,45768.0,1579.0,1
309861,24631.0,1959.0,2
309921,45281.0,1155.0,3
309933,0.0,774.0,2
310236,72264.0,603.0,4
310252,69085.0,1080.0,2
310396,39075.0,2013.0,3
310534,82157.0,1968.0,1
310681,52162.0,128.0,4
310700,51504.0,1440.0,2
310833,32775.0,789.0,1
310853,98278.0,2349.0,1
310867,46971.0,56.0,1
310911,0.0,334.0,3
310965,0.0,956.0,1
310983,73809.0,1931.0,4
311008,47622.0,2423.0,4
311346,28505.0,1085.0,2
311363,98078.0,800.0,4
311556,20694.0,1769.0,1
311619,15192.0,432.0,1
311636,81947.0,1643.0,1
311684,0.0,1893.0,1
311692,0.0,254.0,2
311762,91890.0,1106.0,4
311795,40706.0,581.0,1
311841,52965.0,342.0,1
311857,18150.0,12.0,1
311907,64127.0,1705.0,3
311943,23604.0,1189.0,1
311946,24910.0,168.0,2
311952,43091.0,243.0,2
312048,72988.0,2292.0,1
312074,0.0,1660.0,4
312148,80192.0,782.0,4
312180,27229.0,1824.0,4
312226,34498.0,433.0,1
312248,32627.0,2288.0,6
312312,0.0,835.0,0
312455,62810.0,1099.0,2
312474,99845.0,739.0,1
312490,57777.0,1462.0,4
312530,43610.0,1001.0,4
312545,18608.0,447.0,4
312568,31354.0,1912.0,4
312607,0.0,939.0,4
312630,0.0,1014.0,2
312744,36116.0,132.0,4
312774,72897.0,2059.0,1
312863,0.0,856.0,4
312867,0.0,1887.0,4
312933,23748.0,906.0,5
312979,0.0,1966.0,2
313185,27972.0,1389.0,2
313254,36167.0,1182.0,1
313292,25134.0,347.0,1
313424,24400.0,1652.0,0
313437,94186.0,743.0,2
313461,20532.0,2401.0,4
313473,0.0,1618.0,1
313477,41449.0,1997.0,5
313538,31383.0,1925.0,3
313544,0.0,599.0,1
313571,0.0,2370.0,4
313602,45310.0,1378.0,2
313673,0.0,135.0,4
313681,75264.0,752.0,2
313688,52009.0,588.0,4
313708,47137.0,375.0,0
313732,75740.0,1896.0,2
313763,0.0,596.0,1
313815,0.0,1745.0,2
313837,0.0,245.0,1
313860,37520.0,1322.0,7
313982,62902.0,834.0,1
313996,22276.0,244.0,4
314014,23033.0,489.0,4
314065,52210.0,894.0,1
314081,44940.0,508.0,6
314108,0.0,1637.0,4
314147,0.0,1474.0,4
314182,0.0,822.0,4
314189,79487.0,92.0,3
314202,44320.0,1981.0,5
314250,24711.0,594.0,0
314258,14616.0,1329.0,4
314317,75457.0,2379.0,3
314328,87020.0,1638.0,4
314372,65999.0,1938.0,1
314413,40864.0,391.0,3
314441,45032.0,1063.0,4
314558,54311.0,1577.0,4
314589,53691.0,1663.0,4
314705,25714.0,251.0,2
314713,0.0,494.0,2
314718,21139.0,1492.0,2
314742,0.0,819.0,3
314842,44817.0,2172.0,5
314898,0.0,986.0,4
314935,53787.0,2134.0,0
314941,29853.0,2140.0,0
315014,33588.0,294.0,4
315054,85483.0,581.0,3
315113,0.0,1105.0,2
315225,34075.0,1109.0,1
315235,29095.0,732.0,2
315242,58042.0,2218.0,5
315337,18690.0,65.0,2
315361,24589.0,1173.0,5
315482,19634.0,1700.0,1
315527,56017.0,304.0,4
315736,23376.0,2066.0,1
315848,20951.0,925.0,3
315851,88692.0,2159.0,6
315869,25905.0,2098.0,1
316082,0.0,2142.0,1
316290,0.0,1033.0,1
316307,68980.0,335.0,1
316308,0.0,1800.0,1
316323,0.0,243.0,2
316527,0.0,2398.0,2
316548,33806.0,42.0,1
316633,33104.0,474.0,3
316644,33786.0,2328.0,1
316666,77411.0,229.0,1
316752,95697.0,1093.0,5
316793,20090.0,566.0,0
316933,37125.0,536.0,1
316970,12180.0,87.0,4
316982,69704.0,1031.0,2
317001,40864.0,121.0,1
317060,0.0,2037.0,1
317094,0.0,665.0,4
317100,88340.0,1328.0,4
317137,53305.0,308.0,4
317205,66169.0,680.0,4
317260,0.0,522.0,0
317624,14290.0,1632.0,1
317664,73758.0,1614.0,0
317683,56047.0,882.0,1
317689,27615.0,2317.0,1
317726,0.0,1400.0,1
317774,69346.0,901.0,4
317776,25163.0,2105.0,6
317827,50450.0,2290.0,7
317888,61402.0,1771.0,1
317919,0.0,2098.0,4
318180,0.0,1694.0,2
318199,32375.0,1805.0,1
318264,41832.0,1613.0,2
318285,57449.0,415.0,2
318291,36706.0,1206.0,2
318537,21195.0,244.0,2
318561,16969.0,660.0,5
318564,30825.0,1685.0,4
318595,89601.0,225.0,3
318654,93489.0,1072.0,2
318751,49746.0,1178.0,2
318753,88370.0,454.0,2
318755,26691.0,2329.0,2
318786,32931.0,1122.0,1
318845,0.0,463.0,2
318902,0.0,1311.0,1
318945,0.0,923.0,3
319012,81945.0,519.0,1
319052,30130.0,942.0,4
319059,86687.0,2218.0,1
319092,0.0,244.0,2
319123,12829.0,735.0,5
319193,36413.0,244.0,1
319304,21297.0,555.0,5
319378,46855.0,1020.0,2
319387,74001.0,1108.0,4
319430,44368.0,302.0,2
319433,84869.0,1208.0,1
319464,28120.0,863.0,4
319469,17272.0,676.0,2
319501,86640.0,856.0,1
319504,72193.0,649.0,1
319658,44385.0,510.0,0
319664,39719.0,968.0,2
319671,31456.0,267.0,4
319742,40252.0,409.0,6
319766,27756.0,242.0,4
319768,0.0,242.0,1
319801,74454.0,280.0,4
319822,19834.0,2247.0,3
319850,58842.0,1736.0,2
319868,30250.0,2207.0,2
319901,74454.0,42.0,6
319947,21911.0,1763.0,0
320004,31503.0,2127.0,3
320031,0.0,842.0,2
320042,0.0,591.0,4
320180,95697.0,875.0,1
320183,58842.0,324.0,1
320191,43091.0,1649.0,1
320377,35095.0,243.0,2
320414,63741.0,373.0,2
320576,81872.0,1872.0,1
320685,22571.0,2086.0,4
320728,0.0,207.0,2
320772,31093.0,1423.0,2
320784,0.0,2102.0,4
320980,94827.0,383.0,5
320996,52497.0,370.0,0
321012,72217.0,2391.0,1
321027,14278.0,1345.0,2
321074,0.0,1030.0,4
321213,42570.0,303.0,4
321227,92895.0,1925.0,1
321388,0.0,2039.0,1
321427,69024.0,224.0,3
321436,90893.0,1192.0,6
321457,56940.0,1088.0,1
321557,95550.0,286.0,2
321656,0.0,10.0,3
321666,29095.0,1065.0,2
321734,69736.0,230.0,1
321748,69704.0,1942.0,1
321762,0.0,1981.0,4
321795,97424.0,2126.0,0
321954,10105.0,1251.0,5
322000,59207.0,2065.0,1
322102,0.0,243.0,2
322169,67197.0,603.0,4
322193,0.0,993.0,2
322294,54431.0,185.0,4
322435,25950.0,243.0,1
322451,78735.0,1026.0,1
322501,86653.0,1911.0,4
322606,68164.0,586.0,1
322733,92864.0,1635.0,0
322955,56536.0,191.0,4
323043,0.0,926.0,2
323068,59763.0,2044.0,1
323099,13037.0,165.0,2
323154,13528.0,1035.0,2
323249,46750.0,295.0,2
323311,0.0,1950.0,4
323341,56516.0,243.0,2
323345,0.0,1484.0,2
323424,92914.0,1196.0,1
323448,0.0,1388.0,1
323542,94137.0,1364.0,3
323593,0.0,73.0,4
323660,61552.0,332.0,2
323720,63933.0,1452.0,1
323735,98859.0,2276.0,3
323776,50165.0,208.0,7
323792,0.0,213.0,4
323821,14775.0,730.0,2
324048,26463.0,2234.0,5
324049,0.0,243.0,1
324066,0.0,176.0,4
324125,15300.0,162.0,1
324139,53792.0,2074.0,3
324143,15871.0,1561.0,4
324242,97234.0,1675.0,4
324248,72540.0,1961.0,2
324295,50648.0,562.0,2
324364,0.0,1777.0,4
324404,76358.0,488.0,4
324506,36088.0,591.0,1
324557,0.0,2136.0,4
324662,0.0,1703.0,1
324707,0.0,2102.0,4
324713,25180.0,400.0,2
324739,48597.0,653.0,2
324773,0.0,2395.0,4
324801,31614.0,1634.0,4
324881,25398.0,627.0,1
324900,46244.0,71.0,2
324997,13663.0,1289.0,2
325082,34236.0,1795.0,1
325134,53437.0,2110.0,2
325190,94590.0,1522.0,2
325268,81412.0,2113.0,2
325367,0.0,593.0,1
325379,22567.0,829.0,2
325382,0.0,1687.0,4
325490,39894.0,586.0,3
325498,0.0,1068.0,4
325593,0.0,285.0,4
325599,68516.0,1160.0,1
325661,78185.0,2245.0,1
325778,52920.0,1526.0,1
325802,85857.0,853.0,1
325830,19724.0,251.0,1
325901,60920.0,173.0,2
325935,0.0,2367.0,1
326001,59098.0,1085.0,2
326028,28432.0,160.0,5
326069,73168.0,1191.0,2
326174,37384.0,144.0,2
326234,62488.0,1996.0,1
326240,36913.0,1016.0,4
326267,10194.0,1561.0,1
326272,29286.0,272.0,3
326280,99747.0,2049.0,4
326418,50037.0,1634.0,2
326561,85140.0,856.0,2
326564,91603.0,2395.0,1
326603,58881.0,1247.0,4
326699,81280.0,2028.0,7
326703,31702.0,95.0,1
326707,20263.0,1741.0,2
326724,95058.0,2116.0,0
326803,27951.0,2248.0,1
326823,53808.0,837.0,1
326905,0.0,692.0,2
326961,0.0,1949.0,1
326988,87210.0,612.0,4
327015,0.0,1673.0,1
327019,33247.0,79.0,0
327098,48990.0,987.0,2
327163,86834.0,1139.0,2
327203,58213.0,386.0,4
327285,71416.0,2107.0,1
327320,50979.0,1662.0,1
327365,10710.0,139.0,2
327470,0.0,2031.0,1
327474,25581.0,533.0,1
327498,44818.0,243.0,5
327530,0.0,674.0,2
327555,0.0,174.0,5
327565,62396.0,240.0,1
327638,50366.0,154.0,1
327653,95697.0,1298.0,2
327688,81064.0,1138.0,1
327796,0.0,569.0,4
327866,63786.0,599.0,5
327903,63774.0,243.0,1
327910,71038.0,1141.0,5
327972,76731.0,1700.0,5
328111,0.0,896.0,2
328116,94125.0,2171.0,1
328173,0.0,1943.0,2
328180,40864.0,327.0,5
328181,0.0,677.0,4
328188,80744.0,1093.0,1
328198,95102.0,1890.0,4
328213,38460.0,1938.0,1
328303,58317.0,2311.0,1
328323,96768.0,582.0,2
328349,0.0,159.0,2
328394,11432.0,2395.0,4
328446,97750.0,1553.0,1
328543,63328.0,978.0,2
328576,30039.0,743.0,4
328602,22220.0,242.0,1
328623,41418.0,723.0,3
328668,94389.0,1896.0,1
328754,0.0,2035.0,1
328936,28987.0,1380.0,0
329039,75333.0,1991.0,0
329056,0.0,672.0,1
329088,33806.0,1022.0,5
329094,0.0,1124.0,4
329162,76441.0,2209.0,1
329214,19683.0,1864.0,2
329215,0.0,1214.0,1
329281,83073.0,100.0,0
329300,39854.0,2032.0,4
329302,51643.0,1327.0,2
329355,82477.0,604.0,2
329358,79284.0,338.0,4
329364,80536.0,2432.0,1
329382,0.0,2317.0,4
329446,48008.0,558.0,2
329587,30110.0,2302.0,1
329660,0.0,1898.0,3
329692,0.0,2298.0,2
329720,81439.0,2026.0,4
329730,0.0,412.0,2
329735,48804.0,2081.0,5
329736,0.0,2073.0,1
329826,99364.0,1513.0,1
329833,16511.0,245.0,1
329839,10337.0,920.0,1
329910,68273.0,195.0,3
330040,31842.0,1080.0,1
330053,0.0,1106.0,3
330131,83879.0,596.0,1
330249,21808.0,1932.0,1
330278,15529.0,1306.0,1
330316,38210.0,1792.0,1
330343,71982.0,1827.0,3
330365,18168.0,1634.0,2
330433,64220.0,2331.0,3
330464,93752.0,1534.0,3
330468,10629.0,1661.0,4
330515,53249.0,2155.0,4
330562,97785.0,313.0,1
330680,54193.0,618.0,1
330694,99960.0,331.0,5
330741,70263.0,1752.0,4
330779,47199.0,1601.0,1
330783,40589.0,609.0,1
330858,51199.0,2055.0,4
330870,33514.0,228.0,4
330947,0.0,185.0,2
330988,97431.0,543.0,5
331078,17576.0,1775.0,1
331094,59590.0,235.0,1
331184,0.0,465.0,2
331258,14606.0,1356.0,3
331301,41692.0,1445.0,1
331325,19948.0,1207.0,4
331353,13050.0,755.0,4
331560,89601.0,1414.0,4
331598,44988.0,2168.0,5
331669,0.0,243.0,4
331697,60880.0,1715.0,2
331698,22886.0,1131.0,2
331699,48534.0,2051.0,5
331706,61709.0,2090.0,5
331857,20368.0,1152.0,0
331992,0.0,49.0,4
331995,86305.0,243.0,4
332003,78824.0,245.0,4
332027,0.0,1154.0,2
332077,46897.0,421.0,0
332082,54422.0,1348.0,1
332175,0.0,1514.0,1
332208,0.0,1862.0,4
332225,28140.0,654.0,4
332276,24254.0,669.0,4
332289,65436.0,876.0,2
332387,39452.0,1293.0,1
332430,0.0,996.0,2
332466,19581.0,1072.0,4
332711,42247.0,2000.0,3
332716,0.0,608.0,5
332780,55964.0,985.0,1
332823,25852.0,274.0,1
332855,64859.0,180.0,5
332869,94903.0,1262.0,4
332962,49078.0,1824.0,2
332983,94656.0,308.0,5
333039,0.0,1695.0,2
333051,84650.0,244.0,3
333064,42305.0,1188.0,5
333207,96137.0,479.0,2
333213,85221.0,286.0,4
333295,34087.0,1005.0,4
333451,43676.0,1183.0,5
333502,0.0,1762.0,2
333595,24450.0,1639.0,4
333621,0.0,2017.0,1
333644,83846.0,39.0,1
333680,89113.0,1884.0,1
333694,65099.0,1398.0,1
333773,50071.0,901.0,3
333799,0.0,1780.0,2
333825,17103.0,2255.0,1
334003,53252.0,2022.0,2
334143,22355.0,1346.0,0
334192,0.0,9.0,5
334224,0.0,1915.0,0
334273,21881.0,650.0,3
334324,0.0,641.0,1
334329,36650.0,1443.0,5
334437,0.0,1105.0,2
334454,0.0,872.0,2
334574,27430.0,2300.0,2
334575,46900.0,1844.0,0
334997,43267.0,2357.0,4
335137,37260.0,1365.0,1
335143,0.0,803.0,4
335162,99368.0,1910.0,2
335246,78352.0,274.0,0
335306,64586.0,388.0,5
335324,30344.0,1619.0,2
335365,31517.0,1903.0,2
335371,76594.0,1093.0,3
335421,16370.0,2139.0,4
335545,72540.0,741.0,4
335554,0.0,1865.0,5
335671,0.0,1977.0,1
335755,43209.0,2026.0,2
335839,80604.0,1978.0,1
335852,0.0,1213.0,6
335964,21506.0,1815.0,5
336025,45270.0,1324.0,4
336037,0.0,659.0,4
336076,65742.0,32.0,0
336127,63651.0,1709.0,1
336138,0.0,889.0,2
336139,0.0,2317.0,4
336141,44820.0,2390.0,0
336143,25564.0,2156.0,1
336238,60774.0,244.0,4
336247,55270.0,1514.0,4
336271,57248.0,2017.0,1
336281,25251.0,608.0,5
336341,0.0,2228.0,1
336357,69011.0,262.0,4
336451,25411.0,56.0,0
336469,52965.0,656.0,2
336484,36357.0,299.0,3
336539,22886.0,660.0,2
336541,51790.0,469.0,1
336665,66550.0,414.0,4
336722,66216.0,2123.0,0
336724,85297.0,1202.0,1
336770,84768.0,164.0,2
336809,83576.0,2403.0,4
336817,25998.0,255.0,1
336831,65247.0,113.0,1
336878,97666.0,40.0,1
336882,96339.0,608.0,5
336902,76358.0,244.0,1
337066,89451.0,647.0,1
337148,49078.0,1551.0,3
337235,53588.0,1800.0,2
337260,36247.0,1300.0,2
337341,30216.0,2259.0,2
337453,88708.0,1843.0,2
337488,62113.0,832.0,4
337812,95284.0,245.0,4
337815,81132.0,1289.0,1
337818,40372.0,1549.0,2
337842,0.0,1317.0,5
337857,93210.0,2398.0,4
337925,45254.0,1608.0,4
337932,13663.0,652.0,0
337945,20920.0,869.0,4
337980,0.0,1483.0,1
337983,0.0,1666.0,4
338059,0.0,1488.0,6
338125,63885.0,37.0,4
338212,30886.0,1127.0,4
338285,62473.0,618.0,1
338291,48081.0,206.0,1
338295,86073.0,164.0,4
338346,0.0,1558.0,2
338750,29250.0,2427.0,1
338786,0.0,2065.0,5
338803,70705.0,189.0,2
338808,87747.0,375.0,1
338837,76157.0,244.0,2
338838,0.0,1102.0,3
338872,30944.0,753.0,0
339005,33775.0,818.0,1
339151,20244.0,1251.0,2
339220,66023.0,1877.0,1
339274,0.0,425.0,2
339371,86901.0,221.0,2
339573,97830.0,2259.0,1
339800,89270.0,244.0,5
339819,55674.0,2371.0,1
339845,0.0,424.0,4
339880,51255.0,1017.0,1
339927,0.0,1923.0,2
339941,85632.0,1493.0,4
340156,21594.0,242.0,2
340277,46928.0,2002.0,4
340307,46655.0,1887.0,4
340467,69186.0,2176.0,3
340479,88989.0,855.0,2
340492,26713.0,243.0,1
340574,86321.0,539.0,1
340583,68073.0,597.0,1
340604,72608.0,2224.0,4
340638,48521.0,310.0,4
340691,0.0,1119.0,4
340723,58237.0,170.0,4
340736,37308.0,658.0,2
340782,94846.0,564.0,1
340802,92766.0,739.0,4
340874,35300.0,336.0,2
340881,43846.0,325.0,1
340924,16994.0,604.0,2
340925,84146.0,949.0,1
340927,52564.0,661.0,1
340931,39393.0,848.0,2
340934,21236.0,58.0,3
341169,0.0,2290.0,4
341185,0.0,1807.0,1
341302,37233.0,1186.0,2
341549,0.0,878.0,2
341594,52471.0,1198.0,2
341725,70263.0,986.0,0
341728,0.0,2004.0,4
341867,10629.0,1712.0,2
341897,56021.0,114.0,4
341904,0.0,87.0,0
341907,20592.0,1869.0,3
341942,31794.0,1847.0,7
342007,30503.0,247.0,3
342044,79797.0,1978.0,1
342156,39035.0,1583.0,1
342407,44527.0,1400.0,3
342483,0.0,300.0,5
342527,62006.0,1178.0,1
342554,0.0,928.0,4
342569,0.0,912.0,0
342570,25270.0,2173.0,6
342583,68164.0,1410.0,5
342679,0.0,1357.0,1
342725,95697.0,1743.0,1
342738,0.0,244.0,3
342836,98693.0,390.0,2
342929,25943.0,1670.0,1
342945,92539.0,1361.0,4
342958,21371.0,443.0,3
342980,50809.0,310.0,5
343001,0.0,1019.0,3
343011,58480.0,1700.0,0
343051,43259.0,293.0,5
343103,33485.0,1943.0,2
343139,45431.0,2400.0,0
343218,15505.0,2078.0,2
343247,29160.0,190.0,2
343377,21366.0,2225.0,0
343383,53882.0,2343.0,5
343425,91212.0,429.0,2
343547,0.0,891.0,1
343605,0.0,1420.0,1
343706,51066.0,901.0,1
343879,43860.0,372.0,5
343884,0.0,64.0,4
343978,69050.0,243.0,1
343994,56005.0,1113.0,5
344009,86101.0,602.0,4
344039,43720.0,91.0,6
344052,79699.0,377.0,2
344121,94676.0,1000.0,4
344180,0.0,524.0,2
344199,0.0,2365.0,0
344232,84650.0,2366.0,4
344260,16976.0,1930.0,1
344372,24581.0,289.0,0
344413,85322.0,2364.0,2
344464,35158.0,1057.0,1
344483,0.0,1695.0,3
344527,90289.0,178.0,4
344570,0.0,441.0,1
344580,82297.0,454.0,5
344627,0.0,2164.0,4
344669,73695.0,142.0,5
344671,72462.0,413.0,1
344749,77552.0,80.0,1
344768,36845.0,243.0,1
344797,29057.0,642.0,4
344990,25820.0,932.0,2
344998,0.0,809.0,1
345014,0.0,157.0,2
345090,48689.0,32.0,3
345099,26806.0,1389.0,5
345238,82800.0,775.0,4
345244,97592.0,1590.0,0
345518,0.0,1073.0,1
345572,56263.0,1881.0,2
345597,18661.0,2071.0,2
345608,93018.0,2410.0,5
345615,0.0,576.0,2
345657,62739.0,246.0,5
345682,0.0,766.0,2
345765,45431.0,737.0,4
345802,0.0,1686.0,4
345840,0.0,343.0,4
345841,62271.0,1019.0,4
345908,16171.0,459.0,2
345931,84629.0,1123.0,2
345959,60920.0,47.0,4
345978,65167.0,219.0,0
346090,0.0,2246.0,1
346103,27132.0,691.0,2
346163,34510.0,1911.0,5
346205,79507.0,1766.0,1
346225,96443.0,2127.0,2
346274,73758.0,1812.0,4
346295,36328.0,394.0,4
346346,31911.0,358.0,5
346384,16042.0,2076.0,1
346390,56342.0,338.0,2
346456,39778.0,2153.0,1
346499,37256.0,160.0,1
346529,0.0,1831.0,4
346532,0.0,1171.0,1
346554,94903.0,2348.0,2
346560,89384.0,245.0,3
346598,88669.0,382.0,4
346633,0.0,504.0,1
346678,77411.0,2401.0,5
346704,76638.0,1632.0,0
346766,50494.0,168.0,2
346809,25854.0,603.0,1
346828,30703.0,2428.0,1
346925,14306.0,1423.0,4
347001,75606.0,1710.0,1
347013,55037.0,275.0,4
347142,77153.0,987.0,2
347212,0.0,114.0,4
347227,70911.0,331.0,4
347231,0.0,1028.0,1
347276,20978.0,1397.0,2
347423,50446.0,451.0,3
347431,37260.0,590.0,5
347466,58840.0,1817.0,1
347515,55898.0,403.0,1
347629,0.0,559.0,2
347634,20510.0,1332.0,4
347733,0.0,265.0,2
347850,42406.0,1623.0,3
347861,0.0,927.0,5
347914,33747.0,239.0,4
347932,63597.0,2301.0,3
347955,69468.0,684.0,4
347982,97868.0,246.0,2
347987,71592.0,191.0,2
347997,61402.0,73.0,4
348047,65794.0,1303.0,5
348056,43736.0,601.0,4
348065,16711.0,1745.0,2
348085,0.0,2269.0,1
348143,27400.0,247.0,4
348173,30852.0,243.0,4
348202,0.0,1685.0,1
348215,43204.0,946.0,2
348238,0.0,243.0,3
348245,0.0,243.0,1
348299,0.0,74.0,2
348350,76358.0,1171.0,2
348400,79751.0,1210.0,1
348448,20396.0,1917.0,3
348463,49532.0,2307.0,1
348471,77603.0,1752.0,1
348475,16269.0,1639.0,1
348600,0.0,431.0,2
348672,0.0,2073.0,1
348681,0.0,1218.0,2
348718,0.0,243.0,4
348723,28887.0,2410.0,4
348732,12964.0,575.0,4
348740,68867.0,1179.0,2
348751,0.0,1525.0,1
348774,45484.0,2031.0,6
348835,13663.0,1068.0,0
348920,87517.0,2081.0,4
348994,19359.0,1005.0,0
349001,30817.0,1360.0,5
349046,73168.0,790.0,3
349108,60920.0,973.0,2
349115,17533.0,1502.0,0
349132,29486.0,613.0,5
349153,0.0,1992.0,1
349220,62810.0,1757.0,4
